X,subject,LLM,p0,p1,p2,p3,p4,p5,n_round1,n_round2,n_round3,n_round4,n_round5,n_round6,n_round7,n_round8,n_round9,n_round10,n_round11,n_round12,n_round13,n_round14,n_round15,n_round16,treatment,temperature,ci_lower_p0,ci_upper_p0,ci_lower_p1,ci_upper_p1,ci_lower_p2,ci_upper_p2,ci_lower_p3,ci_upper_p3,ci_lower_p4,ci_upper_p4,ci_lower_p5,ci_upper_p5,ci_lower_n_round1,ci_upper_n_round1,ci_lower_n_round2,ci_upper_n_round2,ci_lower_n_round3,ci_upper_n_round3,ci_lower_n_round4,ci_upper_n_round4,ci_lower_n_round5,ci_upper_n_round5,ci_lower_n_round6,ci_upper_n_round6,ci_lower_n_round7,ci_upper_n_round7,ci_lower_n_round8,ci_upper_n_round8,ci_lower_n_round9,ci_upper_n_round9,ci_lower_n_round10,ci_upper_n_round10,ci_lower_n_round11,ci_upper_n_round11,ci_lower_n_round12,ci_upper_n_round12,ci_lower_n_round13,ci_upper_n_round13,ci_lower_n_round14,ci_upper_n_round14,ci_lower_n_round15,ci_upper_n_round15,ci_lower_n_round16,ci_upper_n_round16
32,32,claude3,0.578077269,0.396082518,2.19E-08,2.45E-08,0.025840146,2.10E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
33,33,claude3,0.750780758,0.186719579,3.57E-08,2.24E-09,4.24E-08,0.062499583,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
34,34,claude3,0.132815641,0.867184321,4.18E-09,3.66E-11,1.64E-08,1.72E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
35,35,claude3,0.657060267,0.342939669,2.39E-09,1.89E-08,2.16E-08,2.16E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
36,36,claude3,0.89394273,0.106057208,1.60E-12,4.72E-09,2.97E-08,2.77E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
37,37,claude3,0.6221658,0.22642469,0.057508451,2.38E-09,0.093901001,5.53E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
38,38,claude3,0.650867836,0.327586792,8.68E-07,1.40E-06,0.021541817,1.29E-06,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
39,39,claude3,5.15E-08,0.937497125,9.25E-10,7.31E-10,9.38E-10,0.062502821,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
40,40,claude3,0.904457787,1.28E-06,7.22E-07,5.33E-07,0.032947405,0.062592276,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
41,41,claude3,0.726499374,0.211000435,6.66E-09,9.37E-09,6.55E-08,0.06250011,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
42,42,claude3,0.758495537,0.145384168,0.033617043,2.33E-08,2.58E-08,0.062503203,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
43,43,claude3,0.980861746,0.019090444,7.34E-07,4.57E-07,4.61E-05,5.38E-07,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
44,44,claude3,0.658264092,0.20322342,0.109894376,0.028618065,2.16E-08,2.51E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
45,45,claude3,0.353925843,0.543489372,3.41E-08,3.58E-08,0.040080597,0.062504118,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
46,46,claude3,0.576175092,0.163931621,0.134887799,3.29E-08,3.06E-08,0.125005425,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
47,47,claude3,0.779735091,0.107270775,0.035914149,1.47E-07,0.014562289,0.062517549,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
48,48,claude3,0.937400542,1.65E-06,1.74E-06,1.12E-06,9.40E-05,0.062500971,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
49,49,claude3,0.675622656,0.265070186,0.039859796,1.08E-08,0.019447306,4.50E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
50,50,claude3,0.459409472,0.478087982,1.04E-07,2.50E-08,2.01E-08,0.062502397,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
51,51,claude3,0.370606065,0.474366977,0.092507497,2.79E-08,2.26E-08,0.062519411,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
52,52,claude3,0.625005783,0.272312559,0.079634045,2.43E-08,0.023047549,3.88E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
53,53,claude3,0.54683062,0.328117929,9.41E-09,2.17E-08,2.79E-08,0.125051391,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
54,54,claude3,0.44463384,0.476186782,0.045248767,4.25E-08,0.033930542,2.60E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
55,55,claude3,0.456394455,0.481104679,4.47E-09,1.94E-08,1.97E-08,0.062500823,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
56,56,claude3,0.605016894,0.332481749,1.09E-08,1.19E-08,3.13E-08,0.062501304,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
57,57,claude3,0.66027708,0.339722854,8.89E-10,1.75E-08,2.14E-08,2.62E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
58,58,claude3,0.537195655,0.333423701,0.066855791,1.81E-08,4.98E-08,0.062524786,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
59,59,claude3,0.59561184,0.341846209,1.56E-05,4.48E-07,4.58E-07,0.062525454,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
60,60,claude3,0.685380173,0.138565033,2.11E-09,4.73E-08,2.27E-08,0.176054721,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
61,61,claude3,0.589809124,0.347523045,4.53E-09,2.45E-08,3.20E-08,0.06266777,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
62,62,claude3,0.561124875,0.396133413,0.042741662,6.82E-09,2.17E-08,2.17E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
63,63,claude3,0.64200984,0.336224742,7.28E-07,1.08E-06,0.021762578,1.03E-06,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
64,64,claude3,0.544135339,0.337194599,0.088134538,7.41E-11,4.55E-07,0.03053507,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
65,65,claude3,0.645975249,0.332131559,6.98E-07,1.35E-06,0.021889824,1.32E-06,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
66,66,claude3,0.570353981,0.338272547,0.028869557,1.78E-06,2.15E-06,0.062499988,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
67,67,claude3,0.667533835,0.332466093,1.79E-09,6.48E-09,3.19E-08,3.22E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
68,68,claude3,0.729075543,0.270924374,5.38E-10,1.12E-08,3.31E-08,3.79E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
69,69,claude3,0.590614173,0.346861471,2.39E-09,2.70E-08,2.74E-08,0.062524298,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
70,70,claude3,0.626978234,0.225283305,4.00E-08,3.66E-08,0.022735938,0.125002446,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
71,71,claude3,0.785152612,0.200609732,3.83E-17,1.90E-09,0.014237502,1.53E-07,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
72,72,claude3,0.674601866,0.325398061,1.74E-08,6.65E-09,2.41E-08,2.47E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
73,73,claude3,0.443683112,0.413445342,0.046386762,4.38E-08,0.033983775,0.062500966,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
74,74,claude3,0.666463903,0.333536054,2.11E-09,1.53E-10,2.02E-08,2.09E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
75,75,claude3,0.637070709,0.274702813,0.063060955,1.34E-11,3.59E-07,0.025165164,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
76,76,claude3,0.653567514,0.227146308,0.053448224,6.74E-08,1.00E-07,0.065837786,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
77,77,claude3,0.611496432,0.326002175,2.03E-08,1.21E-08,3.82E-08,0.062501323,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
78,78,claude3,0.576760542,0.397039967,3.72E-08,1.89E-08,0.026199399,3.57E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
79,79,claude3,0.64238046,0.335369505,7.49E-07,1.49E-06,0.022246298,1.50E-06,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
80,80,claude3,0.459703606,0.477795074,2.62E-08,2.59E-08,2.56E-08,0.062501242,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
81,81,claude3,0.528031642,0.279836776,0.013780456,1.25E-07,1.54E-07,0.178350847,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
82,82,claude3,0.795302729,0.204697183,7.51E-14,2.68E-16,1.15E-08,7.68E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
83,83,claude3,0.716738388,0.202473006,2.30E-09,4.60E-08,0.018288657,0.0624999,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
84,84,claude3,0.571930088,0.339171541,7.69E-09,1.26E-08,0.088898283,6.76E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
85,85,claude3,0.65664918,0.343350761,6.87E-09,1.45E-08,1.63E-08,2.06E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
86,86,claude3,0.594034777,0.343441635,8.37E-08,1.77E-08,6.29E-08,0.062523424,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
87,87,claude3,0.623605529,0.271731025,0.01681635,6.24E-08,0.025346389,0.062500645,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
88,88,claude3,0.536280313,0.338717111,1.26E-08,1.34E-08,5.49E-08,0.125002495,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
89,89,claude3,0.665049496,0.334950454,1.48E-10,1.63E-09,2.42E-08,2.43E-08,901,501,901,501,901,901,901,901,501,901,501,501,901,501,901,501,_0.5,0.5,0.416518968,0.792059601,0.140415265,0.47783183,4.18E-11,0.07906384,1.80E-10,1.44E-06,1.56E-08,0.080539704,1.77E-08,0.125049159,901,901,501,501,901,901,501,501,901,901,901,901,901,901,901,901,501,501,901,901,501,501,501,501,901,901,501,501,901,901,501,501
